make_standardized,model_raw,model_standardized,ev_category
OMODA,09,09,ICE
OMODA,9,9,ICE
OMODA,9 VIRT,9 VIRT,ICE
OMODA,O9,O9,ICE
OMODA,O9 PHE,O9 PHE,ICE
OMODA,OMODA,OMODA,ICE
PEUGEOT,2006 G,2006 G,ICE
PEUGEOT,2008,2008,ICE
PEUGEOT,2008 A,2008 A,ICE
PEUGEOT,2008 G,2008 G,ICE
PEUGEOT,200T G,200T G,ICE
PEUGEOT,280U2G,280U2G,ICE
PEUGEOT,3008,3008,ICE
PEUGEOT,3008 A,3008 A,ICE
PEUGEOT,3008 G,3008 G,ICE
PEUGEOT,3008GT,3008GT,ICE
PEUGEOT,308,308,ICE
PEUGEOT,308 EV,308 EV,BEV
PEUGEOT,308 GT,308 GT,ICE
PEUGEOT,308 PH,308 PH,ICE
PEUGEOT,308GT,308GT,ICE
PEUGEOT,380 GT,380 GT,ICE
PEUGEOT,380U2G,380U2G,ICE
PEUGEOT,408,408,ICE
PEUGEOT,408 G,408 G,ICE
PEUGEOT,408 GT,408 GT,ICE
PEUGEOT,408GT,408GT,ICE
PEUGEOT,5008,5008,ICE
PEUGEOT,5008 A,5008 A,ICE
PEUGEOT,5008 G,5008 G,ICE
PEUGEOT,508,508,ICE
PEUGEOT,508 GT,508 GT,ICE
PEUGEOT,508 PH,508 PH,ICE
PEUGEOT,BOXER,BOXER,ICE
PEUGEOT,C5,C5,ICE
PEUGEOT,DJANGO,DJANGO,ICE
PEUGEOT,E 2008,E 2008,ICE
PEUGEOT,E 308,E 308,ICE
PEUGEOT,E EXPE,E EXPE,ICE
PEUGEOT,E PART,E PART,ICE
PEUGEOT,E-2008,E-2008,ICE
PEUGEOT,E2008,E2008,ICE
PEUGEOT,E208,E208,ICE
PEUGEOT,E308,E308,ICE
PEUGEOT,EPARTN,EPARTN,ICE
PEUGEOT,EQUITR,EQUITR,ICE
PEUGEOT,EXPERT,EXPERT,ICE
PEUGEOT,PAR,PAR,ICE
PEUGEOT,PARNER,PARNER,ICE
PEUGEOT,PARTNE,PARTNE,ICE
PEUGEOT,PARTNR,PARTNR,ICE
PEUGEOT,PCVPRO,PCVPRO,ICE
PEUGEOT,SONIC,SONIC,ICE
PEUGEOT,TWEET,TWEET,ICE
PEUGEOT,XP 400,XP 400,ICE
PEUGEOT,XP400,XP400,ICE
POLESTAR,1,1,ICE
POLESTAR,2,2,ICE
POLESTAR,3,3,ICE
POLESTAR,4,4,ICE
POLESTAR,5,5,ICE
POLESTAR,MODEL5,MODEL5,ICE
POLESTAR,POLES3,POLES3,ICE
POLESTAR,POLEST,POLEST,ICE
PORSCHE,2024,2024,ICE
PORSCHE,718,718,ICE
PORSCHE,718 BO,718 BO,ICE
PORSCHE,718 CA,718 CA,ICE
PORSCHE,718 SP,718 SP,ICE
PORSCHE,911,911,ICE
PORSCHE,911 CA,911 CA,ICE
PORSCHE,911 DA,911 DA,ICE
PORSCHE,911 GT,911 GT,ICE
PORSCHE,911 SP,911 SP,ICE
PORSCHE,911 ST,911 ST,ICE
PORSCHE,911 T,911 T,ICE
PORSCHE,911 TA,911 TA,ICE
PORSCHE,911 TU,911 TU,ICE
PORSCHE,911CAR,911CAR,ICE
PORSCHE,911GT3,911GT3,ICE
PORSCHE,992 GT,992 GT,ICE
PORSCHE,BOXSTE,BOXSTE,ICE
PORSCHE,BOXTER,BOXTER,ICE
PORSCHE,CARRER,CARRER,ICE
PORSCHE,CATENN,CATENN,ICE
PORSCHE,CAYEME,CAYEME,ICE
PORSCHE,CAYENE,CAYENE,ICE
PORSCHE,CAYENN,CAYENN,ICE
PORSCHE,CAYMAN,CAYMAN,ICE
PORSCHE,EAYENN,EAYENN,ICE
PORSCHE,GT3,GT3,ICE
PORSCHE,MA,MA,ICE
PORSCHE,MACAN,MACAN,ICE
PORSCHE,MACAN4,MACAN4,ICE
PORSCHE,MANCAN,MANCAN,ICE
PORSCHE,PANAME,PANAME,ICE
PORSCHE,SPYDER,SPYDER,ICE
PORSCHE,TAYCAN,TAYCAN,ICE
PORSCHE,TAYCON,TAYCON,ICE
PORSCHE,TAYGAN,TAYGAN,ICE
RIVIAN,R1T,R1T,ICE
SKODA,ELROQ,ELROQ,ICE
SKODA,ELROY,ELROY,ICE
SKODA,ENAQ,ENAQ,ICE
SKODA,ENYAQ,ENYAQ,ICE
SKODA,FABIA,FABIA,ICE
SKODA,FABIQ,FABIQ,ICE
SKODA,FASBIA,FASBIA,ICE
SKODA,KAMIQ,KAMIQ,ICE
SKODA,KAMMIQ,KAMMIQ,ICE
SKODA,KAODIA,KAODIA,ICE
SKODA,KAORQ,KAORQ,ICE
SKODA,KARIQ,KARIQ,ICE
SKODA,KAROQ,KAROQ,ICE
SKODA,KAROOQ,KAROOQ,ICE
SKODA,KODAIQ,KODAIQ,ICE
SKODA,KODIAQ,KODIAQ,ICE
SKODA,KODIQ,KODIQ,ICE
SKODA,KOODIA,KOODIA,ICE
SKODA,MODIAQ,MODIAQ,ICE
SKODA,O,O,ICE
SKODA,OCATVI,OCATVI,ICE
SKODA,OCTAVI,OCTAVI,ICE
SKODA,PAJERO,PAJERO,ICE
SKODA,SCALA,SCALA,ICE
SKODA,SILVER,SILVER,ICE
SKODA,SUJPER,SUJPER,ICE
SKODA,SUPERB,SUPERB,ICE
SKODA,TIGGO,TIGGO,ICE
SKODA,WHITE,WHITE,ICE
SUBARU,2023,2023,ICE
SUBARU,2024,2024,ICE
SUBARU,308,308,ICE
SUBARU,BLUE,BLUE,ICE
SUBARU,BRZ,BRZ,ICE
SUBARU,BRZ CO,BRZ CO,ICE
SUBARU,BRZ S,BRZ S,ICE
SUBARU,BRZ TS,BRZ TS,ICE
SUBARU,CEROSS,CEROSS,ICE
SUBARU,CROSST,CROSST,ICE
SUBARU,CROSS,CROSS,ICE
SUBARU,CROSSS,CROSSS,ICE
SUBARU,CROSTR,CROSTR,ICE
SUBARU,CRSSTR,CRSSTR,ICE
SUBARU,DMAX,DMAX,ICE
SUBARU,F,F,ICE
SUBARU,FO,FO,ICE
SUBARU,FOEEST,FOEEST,ICE
SUBARU,FOESTE,FOESTE,ICE
SUBARU,FOIRES,FOIRES,ICE
SUBARU,FOREST,FOREST,ICE
SUBARU,FORETS,FORETS,ICE
SUBARU,FORSTE,FORSTE,ICE
SUBARU,GREEN,GREEN,ICE
SUBARU,HEV FO,HEV FO,HEV
SUBARU,I30,I30,ICE
SUBARU,IMPREZ,IMPREZ,ICE
SUBARU,MY26 C,MY26 C,ICE
SUBARU,MY26 F,MY26 F,ICE
SUBARU,OITBAC,OITBAC,ICE
SUBARU,OIUTBA,OIUTBA,ICE
SUBARU,OUBAC,OUBAC,ICE
SUBARU,OUTBAC,OUTBAC,ICE
SUBARU,OUTBAK,OUTBAK,ICE
SUBARU,SOLTER,SOLTER,ICE
SUBARU,SPORT,SPORT,ICE
SUBARU,SUBARU,SUBARU,ICE
SUBARU,WR,WR,ICE
SUBARU,WRX,WRX,ICE
SUBARU,WRX RS,WRX RS,ICE
SUBARU,WRX SE,WRX SE,ICE
SUBARU,WRX SP,WRX SP,ICE
SUBARU,WRX TS,WRX TS,ICE
SUBARU,XV,XV,ICE
SUBARU,YV5394,YV5394,ICE
SUBARU,YW6032,YW6032,ICE
SUBARU,YY6310,YY6310,ICE
SUBARU,ZA2377,ZA2377,ICE
SUZUKI,NAN,NAN,ICE
SUZUKI,6N415W,6N415W,ICE
SUZUKI,ADDRES,ADDRES,ICE
SUZUKI,AGILIT,AGILIT,ICE
SUZUKI,AVENIS,AVENIS,ICE
SUZUKI,AZ,AZ,ICE
SUZUKI,BALENO,BALENO,ICE
SUZUKI,C74W,C74W,ICE
SUZUKI,CARRY,CARRY,ICE
SUZUKI,D2350,D2350,ICE
SUZUKI,DDZ400,DDZ400,ICE
SUZUKI,DL 800,DL 800,ICE
SUZUKI,DL1050,DL1050,ICE
SUZUKI,DL105R,DL105R,ICE
SUZUKI,DL250,DL250,ICE
SUZUKI,DL650,DL650,ICE
SUZUKI,DL650A,DL650A,ICE
SUZUKI,DL650M,DL650M,ICE
SUZUKI,DL650X,DL650X,ICE
SUZUKI,DL65AU,DL65AU,ICE
SUZUKI,DL800,DL800,ICE
SUZUKI,DL800D,DL800D,ICE
SUZUKI,DL800R,DL800R,ICE
SUZUKI,DR Z40,DR Z40,ICE
SUZUKI,DR200,DR200,ICE
SUZUKI,DR200S,DR200S,ICE
SUZUKI,DR2400,DR2400,ICE
SUZUKI,DR250R,DR250R,ICE
SUZUKI,DR400,DR400,ICE
SUZUKI,DRZ 40,DRZ 40,ICE
SUZUKI,DRZ125,DRZ125,ICE
SUZUKI,DRZ400,DRZ400,ICE
SUZUKI,DRZ40E,DRZ40E,ICE
SUZUKI,DRZ40S,DRZ40S,ICE
SUZUKI,DRZ4S,DRZ4S,ICE
SUZUKI,DRZ4SM,DRZ4SM,ICE
SUZUKI,DS 250,DS 250,ICE
SUZUKI,DS250,DS250,ICE
SUZUKI,DS250M,DS250M,ICE
SUZUKI,DS250R,DS250R,ICE
SUZUKI,EJA124,EJA124,ICE
SUZUKI,EMZ250,EMZ250,ICE
SUZUKI,EVERY,EVERY,BEV
SUZUKI,FOREST,FOREST,ICE
SUZUKI,FRONX,FRONX,ICE
SUZUKI,GIXXER,GIXXER,ICE
SUZUKI,GJ,GJ,ICE
SUZUKI,GJ JIM,GJ JIM,ICE
SUZUKI,GRAND,GRAND,ICE
SUZUKI,GSX,GSX,ICE
SUZUKI,GSX S1,GSX S1,ICE
SUZUKI,GSX100,GSX100,ICE
SUZUKI,GSX130,GSX130,ICE
SUZUKI,GSX250,GSX250,ICE
SUZUKI,GSX80,GSX80,ICE
SUZUKI,GSX800,GSX800,ICE
SUZUKI,GSX8R,GSX8R,ICE
SUZUKI,GSX8S,GSX8S,ICE
SUZUKI,GSXR,GSXR,ICE
SUZUKI,GSXR10,GSXR10,ICE
SUZUKI,GSXR13,GSXR13,ICE
SUZUKI,GSXR25,GSXR25,ICE
SUZUKI,GSXR80,GSXR80,ICE
SUZUKI,GSXS 1,GSXS 1,ICE
SUZUKI,GSXS10,GSXS10,ICE
SUZUKI,GSXS12,GSXS12,ICE
SUZUKI,GSXS25,GSXS25,ICE
SUZUKI,GSXS75,GSXS75,ICE
SUZUKI,HATCHB,HATCHB,ICE
SUZUKI,HAYABU,HAYABU,ICE
SUZUKI,IGNI,IGNI,ICE
SUZUKI,IGNINS,IGNINS,ICE
SUZUKI,IGNIS,IGNIS,ICE
SUZUKI,INGIS,INGIS,ICE
SUZUKI,JIKNY,JIKNY,ICE
SUZUKI,JIMINY,JIMINY,ICE
SUZUKI,JIMMNY,JIMMNY,ICE
SUZUKI,JIMNEY,JIMNEY,ICE
SUZUKI,JIMNY,JIMNY,ICE
SUZUKI,JIMY,JIMY,ICE
SUZUKI,JJ,JJ,ICE
SUZUKI,JUMNY,JUMNY,ICE
SUZUKI,LTA500,LTA500,ICE
SUZUKI,RGV250,RGV250,ICE
SUZUKI,RMZ,RMZ,ICE
SUZUKI,S CROS,S CROS,ICE
SUZUKI,S400,S400,ICE
SUZUKI,SCROSS,SCROSS,ICE
SUZUKI,SFV65U,SFV65U,ICE
SUZUKI,SPORT,SPORT,ICE
SUZUKI,SUPER,SUPER,ICE
SUZUKI,SV 650,SV 650,ICE
SUZUKI,SV650,SV650,ICE
SUZUKI,SV6503,SV6503,ICE
SUZUKI,SV650A,SV650A,ICE
SUZUKI,SV65SU,SV65SU,ICE
SUZUKI,SWIFT,SWIFT,ICE
SUZUKI,SWIIFT,SWIIFT,ICE
SUZUKI,SWITH,SWITH,ICE
SUZUKI,SWIVT,SWIVT,ICE
SUZUKI,SWOFT,SWOFT,ICE
SUZUKI,UK110,UK110,ICE
SUZUKI,UK110N,UK110N,ICE
SUZUKI,UN125,UN125,ICE
SUZUKI,UN125M,UN125M,ICE
SUZUKI,UN125N,UN125N,ICE
SUZUKI,UNI25,UNI25,ICE
SUZUKI,UZ,UZ,ICE
SUZUKI,UZ SWI,UZ SWI,ICE
SUZUKI,VITARA,VITARA,ICE
SUZUKI,VITATA,VITATA,ICE
SUZUKI,VSTROM,VSTROM,ICE
SUZUKI,XF650,XF650,ICE
SUZUKI,Z400E,Z400E,ICE
TESLA,NAN,NAN,ICE
TESLA,2023,2023,ICE
TESLA,3,3,ICE
TESLA,COROLL,COROLL,ICE
TESLA,HILUX,HILUX,ICE
TESLA,M3 LR,M3 LR,ICE
TESLA,M3 LRR,M3 LRR,ICE
TESLA,M3 PRF,M3 PRF,ICE
TESLA,M3 RWD,M3 RWD,ICE
TESLA,M3PRF,M3PRF,ICE
TESLA,MR RWD,MR RWD,ICE
TESLA,MY LR,MY LR,ICE
TESLA,MY PER,MY PER,ICE
TESLA,MY PRF,MY PRF,ICE
TESLA,MY RWD,MY RWD,ICE
TESLA,MYL LR,MYL LR,ICE
TESLA,MYLR,MYLR,ICE
TESLA,MYRWD,MYRWD,ICE
TESLA,TG3241,TG3241,ICE
TESLA,Y RWD,Y RWD,ICE
TOYOTA,NAN,NAN,ICE
TOYOTA,1GD141,1GD141,ICE
TOYOTA,1GD172,1GD172,ICE
TOYOTA,1GD578,1GD578,ICE
TOYOTA,1GD915,1GD915,ICE
TOYOTA,1GD917,1GD917,ICE
TOYOTA,1GD924,1GD924,ICE
TOYOTA,2023,2023,ICE
TOYOTA,2024,2024,ICE
TOYOTA,2025,2025,ICE
TOYOTA,2ZR2V7,2ZR2V7,ICE
TOYOTA,2ZR2V8,2ZR2V8,ICE
TOYOTA,2ZR3A0,2ZR3A0,ICE
TOYOTA,2ZR3E7,2ZR3E7,ICE
TOYOTA,300,300,ICE
TOYOTA,300 GR,300 GR,ICE
TOYOTA,300 GX,300 GX,ICE
TOYOTA,32 8FG,32 8FG,ICE
TOYOTA,32-8FG,32-8FG,ICE
TOYOTA,328,328,ICE
TOYOTA,328FG,328FG,ICE
TOYOTA,328FG1,328FG1,ICE
TOYOTA,328FG2,328FG2,ICE
TOYOTA,328FG3,328FG3,ICE
TOYOTA,328FGK,328FGK,ICE
TOYOTA,427FG2,427FG2,ICE
TOYOTA,4RUNER,4RUNER,ICE
TOYOTA,62-8FD,62-8FD,ICE
TOYOTA,628FD,628FD,ICE
TOYOTA,628FD2,628FD2,ICE
TOYOTA,79 LAN,79 LAN,ICE
TOYOTA,79 SER,79 SER,ICE
TOYOTA,79 WOR,79 WOR,ICE
TOYOTA,7FBE18,7FBE18,ICE
TOYOTA,7FBE20,7FBE20,ICE
TOYOTA,85GK25,85GK25,ICE
TOYOTA,86,86,ICE
TOYOTA,86 GR,86 GR,ICE
TOYOTA,86 GTS,86 GTS,ICE
TOYOTA,8FBE18,8FBE18,ICE
TOYOTA,8FBE20,8FBE20,ICE
TOYOTA,8FBN25,8FBN25,ICE
TOYOTA,8FD18,8FD18,ICE
TOYOTA,8FD35N,8FD35N,ICE
TOYOTA,8FD50N,8FD50N,ICE
TOYOTA,8FD5ON,8FD5ON,ICE
TOYOTA,8FG25,8FG25,ICE
TOYOTA,8FG40N,8FG40N,ICE
TOYOTA,8FG4ON,8FG4ON,ICE
TOYOTA,8FGK20,8FGK20,ICE
TOYOTA,8FGK25,8FGK25,ICE
TOYOTA,A25AOD,A25AOD,ICE
TOYOTA,A25AS2,A25AS2,ICE
TOYOTA,A25AS3,A25AS3,ICE
TOYOTA,A25AS4,A25AS4,ICE
TOYOTA,A25AS5,A25AS5,ICE
TOYOTA,A25AS6,A25AS6,ICE
TOYOTA,A25AV7,A25AV7,ICE
TOYOTA,A25AX0,A25AX0,ICE
TOYOTA,ACOROL,ACOROL,ICE
TOYOTA,ALPH,ALPH,ICE
TOYOTA,ALPHA,ALPHA,ICE
TOYOTA,ALPHAR,ALPHAR,ICE
TOYOTA,ALPHRD,ALPHRD,ICE
TOYOTA,AOROLL,AOROLL,ICE
TOYOTA,ASCENT,ASCENT,ICE
TOYOTA,BT 50,BT 50,ICE
TOYOTA,BT50 D,BT50 D,ICE
TOYOTA,BZ 4X,BZ 4X,ICE
TOYOTA,BZ4,BZ4,ICE
TOYOTA,BZ4X,BZ4X,ICE
TOYOTA,BZ4X 2,BZ4X 2,ICE
TOYOTA,BZ4X A,BZ4X A,ICE
TOYOTA,BZ4X E,BZ4X E,ICE
TOYOTA,BZ4X S,BZ4X S,ICE
TOYOTA,BZX4,BZX4,ICE
TOYOTA,BZX4 T,BZX4 T,ICE
TOYOTA,C HR,C HR,ICE
TOYOTA,C HR A,C HR A,ICE
TOYOTA,C HR G,C HR G,ICE
TOYOTA,C HR H,C HR H,ICE
TOYOTA,C HR K,C HR K,ICE
TOYOTA,C-HR,C-HR,ICE
TOYOTA,C-HR H,C-HR H,ICE
TOYOTA,CAMERY,CAMERY,ICE
TOYOTA,CAMRTY,CAMRTY,ICE
TOYOTA,CAMRY,CAMRY,ICE
TOYOTA,CAROLA,CAROLA,ICE
TOYOTA,CH R,CH R,ICE
TOYOTA,CH R G,CH R G,ICE
TOYOTA,CHE,CHE,ICE
TOYOTA,CHR,CHR,ICE
TOYOTA,CHR GR,CHR GR,ICE
TOYOTA,CHR GX,CHR GX,ICE
TOYOTA,CHR H,CHR H,ICE
TOYOTA,CHR HR,CHR HR,ICE
TOYOTA,CHR HY,CHR HY,ICE
TOYOTA,CHR K,CHR K,ICE
TOYOTA,CHR KO,CHR KO,ICE
TOYOTA,CHR SP,CHR SP,ICE
TOYOTA,CHRH,CHRH,ICE
TOYOTA,CHRH K,CHRH K,ICE
TOYOTA,CMARY,CMARY,ICE
TOYOTA,COASTE,COASTE,ICE
TOYOTA,COASTR,COASTR,ICE
TOYOTA,COLROL,COLROL,ICE
TOYOTA,COMM,COMM,ICE
TOYOTA,COMMUT,COMMUT,ICE
TOYOTA,COR,COR,ICE
TOYOTA,CORALL,CORALL,ICE
TOYOTA,CORLAC,CORLAC,ICE
TOYOTA,CORLLA,CORLLA,ICE
TOYOTA,CORLLL,CORLLL,ICE
TOYOTA,CORO H,CORO H,ICE
TOYOTA,COROL,COROL,ICE
TOYOTA,COROLA,COROLA,ICE
TOYOTA,COROLK,COROLK,ICE
TOYOTA,COROLL,COROLL,ICE
TOYOTA,CORROL,CORROL,ICE
TOYOTA,COXH,COXH,ICE
TOYOTA,CROLLA,CROLLA,ICE
TOYOTA,CROSS,CROSS,ICE
TOYOTA,CROWN,CROWN,ICE
TOYOTA,CRW SP,CRW SP,ICE
TOYOTA,CX3,CX3,ICE
TOYOTA,CX60 D,CX60 D,ICE
TOYOTA,CX70,CX70,ICE
TOYOTA,CYBERS,CYBERS,ICE
TOYOTA,DC SR5,DC SR5,ICE
TOYOTA,DMAX,DMAX,ICE
TOYOTA,E6218,E6218,ICE
TOYOTA,F33A01,F33A01,ICE
TOYOTA,FDZN25,FDZN25,ICE
TOYOTA,FORTNE,FORTNE,ICE
TOYOTA,FORTUN,FORTUN,ICE
TOYOTA,FORTUR,FORTUR,ICE
TOYOTA,FORUNE,FORUNE,ICE
TOYOTA,FORUTU,FORUTU,ICE
TOYOTA,GORTUN,GORTUN,ICE
TOYOTA,GR,GR,ICE
TOYOTA,GR 86,GR 86,ICE
TOYOTA,GR COR,GR COR,ICE
TOYOTA,GR SUP,GR SUP,ICE
TOYOTA,GR YAR,GR YAR,ICE
TOYOTA,GR8 GT,GR8 GT,ICE
TOYOTA,GR86,GR86,ICE
TOYOTA,GR86 1,GR86 1,ICE
TOYOTA,GR86 G,GR86 G,ICE
TOYOTA,GR86GT,GR86GT,ICE
TOYOTA,GRANVI,GRANVI,ICE
TOYOTA,GRS,GRS,ICE
TOYOTA,GRYARI,GRYARI,ICE
TOYOTA,GTS GR,GTS GR,ICE
TOYOTA,GXL,GXL,ICE
TOYOTA,HAICE,HAICE,ICE
TOYOTA,HARRIE,HARRIE,ICE
TOYOTA,HGILUX,HGILUX,ICE
TOYOTA,HHILUX,HHILUX,ICE
TOYOTA,HI ACE,HI ACE,ICE
TOYOTA,HI LIX,HI LIX,ICE
TOYOTA,HILUX,HILUX,ICE
TOYOTA,HIACE,HIACE,ICE
TOYOTA,HIAVE,HIAVE,ICE
TOYOTA,HIILUX,HIILUX,ICE
TOYOTA,HIKUX,HIKUX,ICE
TOYOTA,HIL,HIL,ICE
TOYOTA,HILIX,HILIX,ICE
TOYOTA,HILKUX,HILKUX,ICE
TOYOTA,HILLUX,HILLUX,ICE
TOYOTA,HILUIX,HILUIX,ICE
TOYOTA,HILX D,HILX D,ICE
TOYOTA,HIULUX,HIULUX,ICE
TOYOTA,HIULX,HIULX,ICE
TOYOTA,HIUX R,HIUX R,ICE
TOYOTA,HIUX S,HIUX S,ICE
TOYOTA,HLIUX,HLIUX,ICE
TOYOTA,HLUX X,HLUX X,ICE
TOYOTA,HUACE,HUACE,ICE
TOYOTA,HULIX,HULIX,ICE
TOYOTA,HULUX,HULUX,ICE
TOYOTA,ILUX,ILUX,ICE
TOYOTA,JILUX,JILUX,ICE
TOYOTA,JIMNY,JIMNY,ICE
TOYOTA,KKUGER,KKUGER,ICE
TOYOTA,KLGER,KLGER,ICE
TOYOTA,KLKUGE,KLKUGE,ICE
TOYOTA,KLUG,KLUG,ICE
TOYOTA,KLUGBE,KLUGBE,ICE
TOYOTA,KLUGER,KLUGER,ICE
TOYOTA,KLUH,KLUH,ICE
TOYOTA,KLYGER,KLYGER,ICE
TOYOTA,KOBA,KOBA,ICE
TOYOTA,KULGER,KULGER,ICE
TOYOTA,LAN300,LAN300,ICE
TOYOTA,LANCDR,LANCDR,ICE
TOYOTA,LANCRU,LANCRU,ICE
TOYOTA,LAND,LAND,ICE
TOYOTA,LAND C,LAND C,ICE
TOYOTA,LAND70,LAND70,ICE
TOYOTA,LAND76,LAND76,ICE
TOYOTA,LAND78,LAND78,ICE
TOYOTA,LAND79,LAND79,ICE
TOYOTA,LANDC,LANDC,ICE
TOYOTA,LANDCC,LANDCC,ICE
TOYOTA,LANDCR,LANDCR,ICE
TOYOTA,LANDCU,LANDCU,ICE
TOYOTA,LANDDC,LANDDC,ICE
TOYOTA,LANDRC,LANDRC,ICE
TOYOTA,LANDRR,LANDRR,ICE
TOYOTA,LANSCR,LANSCR,ICE
TOYOTA,LC 300,LC 300,ICE
TOYOTA,LC 70,LC 70,ICE
TOYOTA,LC 76,LC 76,ICE
TOYOTA,LC 78,LC 78,ICE
TOYOTA,LC 79,LC 79,ICE
TOYOTA,LC 90,LC 90,ICE
TOYOTA,LC GRS,LC GRS,ICE
TOYOTA,LC GXL,LC GXL,ICE
TOYOTA,LC MIL,LC MIL,ICE
TOYOTA,LC PRA,LC PRA,ICE
TOYOTA,LC SAH,LC SAH,ICE
TOYOTA,LC WOR,LC WOR,ICE
TOYOTA,LC ZX,LC ZX,ICE
TOYOTA,LC300,LC300,ICE
TOYOTA,LC30O,LC30O,ICE
TOYOTA,LC3200,LC3200,ICE
TOYOTA,LC70,LC70,ICE
TOYOTA,LC70 G,LC70 G,ICE
TOYOTA,LC70 V,LC70 V,ICE
TOYOTA,LC76,LC76,ICE
TOYOTA,LC76 G,LC76 G,ICE
TOYOTA,LC78,LC78,ICE
TOYOTA,LC78 T,LC78 T,ICE
TOYOTA,LC79,LC79,ICE
TOYOTA,LC79 C,LC79 C,ICE
TOYOTA,LC79 D,LC79 D,ICE
TOYOTA,LC79 G,LC79 G,ICE
TOYOTA,LC79 M,LC79 M,ICE
TOYOTA,LC79 W,LC79 W,ICE
TOYOTA,LCMIL,LCMIL,ICE
TOYOTA,LCRUIS,LCRUIS,ICE
TOYOTA,LCRUIU,LCRUIU,ICE
TOYOTA,LMIL 7,LMIL 7,ICE
TOYOTA,LMIL L,LMIL L,ICE
TOYOTA,LMIL79,LMIL79,ICE
TOYOTA,M15AY9,M15AY9,ICE
TOYOTA,M20A07,M20A07,ICE
TOYOTA,M20A08,M20A08,ICE
TOYOTA,MDT HI,MDT HI,ICE
TOYOTA,MG ZS,MG ZS,ICE
TOYOTA,MILITA,MILITA,ICE
TOYOTA,MIRAI,MIRAI,ICE
TOYOTA,MY26 T,MY26 T,ICE
TOYOTA,OUTLANDER,OUTLANDER,ICE
TOYOTA,PARDO,PARDO,ICE
TOYOTA,PAV4,PAV4,ICE
TOYOTA,PR,PR,ICE
TOYOTA,PRA,PRA,ICE
TOYOTA,PRAD,PRAD,ICE
TOYOTA,PRADO,PRADO,ICE
TOYOTA,PRAO,PRAO,ICE
TOYOTA,PRDAO,PRDAO,ICE
TOYOTA,PRIUS,PRIUS,ICE
TOYOTA,RA4 GX,RA4 GX,ICE
TOYOTA,RAB 4,RAB 4,ICE
TOYOTA,RAB4,RAB4,ICE
TOYOTA,RAC4 E,RAC4 E,ICE
TOYOTA,RAC4 G,RAC4 G,ICE
TOYOTA,RACV4,RACV4,ICE
TOYOTA,RANGER,RANGER,ICE
TOYOTA,RAV,RAV,ICE
TOYOTA,RAV4,RAV4,ICE
TOYOTA,RAV GL,RAV GL,ICE
TOYOTA,RAV GX,RAV GX,ICE
TOYOTA,RAV HY,RAV HY,ICE
TOYOTA,RAV3,RAV3,ICE
TOYOTA,RAV4 2,RAV4 2,ICE
TOYOTA,RAV4 C,RAV4 C,ICE
TOYOTA,RAV4 E,RAV4 E,ICE
TOYOTA,RAV4 G,RAV4 G,ICE
TOYOTA,RAV4 H,RAV4 H,ICE
TOYOTA,RAV4 X,RAV4 X,ICE
TOYOTA,RAVH,RAVH,ICE
TOYOTA,RAVH C,RAVH C,ICE
TOYOTA,RAVH G,RAVH G,ICE
TOYOTA,RAVH H,RAVH H,ICE
TOYOTA,RAVR H,RAVR H,ICE
TOYOTA,ROGUE,ROGUE,ICE
TOYOTA,RQV4,RQV4,ICE
TOYOTA,SAHARA,SAHARA,ICE
TOYOTA,SAS25C,SAS25C,ICE
TOYOTA,SEDAN,SEDAN,ICE
TOYOTA,SHERWO,SHERWO,ICE
TOYOTA,SILVER,SILVER,ICE
TOYOTA,SR HIL,SR HIL,ICE
TOYOTA,SR5,SR5,ICE
TOYOTA,SR5 HI,SR5 HI,ICE
TOYOTA,SUNCAM,SUNCAM,ICE
TOYOTA,SUPRA,SUPRA,ICE
TOYOTA,T ROC,T ROC,ICE
TOYOTA,TACOMA,TACOMA,ICE
TOYOTA,TARIS,TARIS,ICE
TOYOTA,TASMAN,TASMAN,ICE
TOYOTA,TAV4,TAV4,ICE
TOYOTA,TOYOTA,TOYOTA,ICE
TOYOTA,TRUNDR,TRUNDR,ICE
TOYOTA,TUNDRA,TUNDRA,ICE
TOYOTA,VELLFI,VELLFI,ICE
TOYOTA,VITZ,VITZ,ICE
TOYOTA,VOXY,VOXY,ICE
TOYOTA,WAGON,WAGON,ICE
TOYOTA,WHITE,WHITE,ICE
TOYOTA,WORKMA,WORKMA,ICE
TOYOTA,XTRAIL,XTRAIL,ICE
TOYOTA,XUV700,XUV700,ICE
TOYOTA,YAR,YAR,ICE
TOYOTA,YARIS,YARIS,ICE
TOYOTA,YARISG,YARISG,ICE
TOYOTA,YARISS,YARISS,ICE
TOYOTA,YARISX,YARISX,ICE
TOYOTA,YAROS,YAROS,ICE
TOYOTA,YARRIS,YARRIS,ICE
TOYOTA,YAXH,YAXH,ICE
TOYOTA,YAXH 2,YAXH 2,ICE
TOYOTA,YEAIS,YEAIS,ICE
TOYOTA,YRAIS,YRAIS,ICE
TOYOTA,ZST VI,ZST VI,ICE
VOLKSWAGEN,1D 4,1D 4,ICE
VOLKSWAGEN,2023,2023,ICE
VOLKSWAGEN,2024,2024,ICE
VOLKSWAGEN,A,A,ICE
VOLKSWAGEN,AMAOK,AMAOK,ICE
VOLKSWAGEN,AMARO,AMARO,ICE
VOLKSWAGEN,AMAROC,AMAROC,ICE
VOLKSWAGEN,AMAROK,AMAROK,ICE
